question	answer	final_QT	final_AS
انا دايما بنسا كل حاجه في مجرد دقيقه و دايما حاسس بي الوحده و مش بحب اتكلم مع حد و دايما نايم او ماسك الموبيل و عندي توتر مش بعرف انام و بصهر طول ليل و بحب الوحده . هل ده اكتئاب و ازاي احل المشكله دي	الاكتئاب (بالإنجليزية: Depression) هو مرض نفسي، يسبب اختلال وظيفي وضعف في العديد من مناحي الحياة، بما في ذلك العلاقات الاجتماعية. وقد تشمل علامات الاكتئاب ما يلي: الشعور بالحزن، أو القلق. فقدان الاهتمام بالأنشطة، أو الهوايات. قلة الطاقة، والشعور بالتعب. الشعور بالخجل، أو انعدام القيمة. فقدان الشهية، وتغيرات شديدة في الوزن. مواجهة صعوبة في النوم، أو النوم لفترات طويلة. صعوبة في التركيز، والنسيان. وهنا يأتي السؤال، هل الوحدة من علامات الاكتئاب، والإجابة نعم بالتأكيد. فالتواصل مع الآخرين ليس مجرد وسيلة ممتعة لتمضية الوقت، فالبشر مخلوقات اجتماعية قبل كل شيء، وعدم الحصول على تفاعل اجتماعي كاف، يمكن أن يكون له تأثير خطير على الصحة، نفسياً وعاطفياً وجسدياً، بما في ذلك الإصابة بالاكتئاب. لمعالجة الوحدة الناتجة عن الاكتئاب بشكل فعال، ستحتاج عادة إلى البحث بشكل أعمق قليلاً للكشف عن الأسباب الكامنة وراءها. يمكن أن يوجهك القيام بذلك نحو فهم أعمق لما هو مفقود في علاقاتك، مما يسمح لك ببناء علاقات أكثر إرضاءاً تدفعك إلى الخروج من العزلة، ويمكنك التعامل مع الوحدة من خلال ما يلي: الخروج من المنزل: يمكن للقليل من المشي خارج المنزل حالياً، أن يكون كافياً. إظهار التعاطف واللطف مع النفس: قد يكون لديك بعض العيوب، وقد ترتكب أخطاء، ولكن لست وحدك، قد يفعل كل شخص آخر على هذا الكوكب هذا أيضاً. إبعاد الأفكار غير المرغوب فيها: يمكن أن يساعد هذا في تقليل تأثيرها، ومنع نوبات التفكير السلبية، التي غالباً ما تؤدي إلى الرغبة في العزلة والشعور بالاكتئاب. مشاركة الحالة النفسية مع الغير: بغض النظر عن ما تمر به، لست مضطراً للتعامل معه بمفردك. يمكن أن يكون التحدث إلى أحبائك حول ما تشعر به بداية رائعة، فمجرد وجود شخص يعبر عن اهتمامه بك وقلقه عليك أمر له تأثير كبير. ممارسة الهوايات المفضلة. فحص جودة العلاقات الحالية: محاولة إنشاء اتصال أكثر وضوحاً مثل المحادثات المباشرة، والزيارات. ممارسة اللطف العشوائي: تقديم المساعدة للآخرين، والتعامل معهم بلطف. من ناحية أخرى، لا يتعلق الاكتئاب فقط بالحاجة إلى التواصل مع الآخرين. فالاكتئاب مرض مثل أي مرض، وبدون علاج من أخصائي صحة عقلية متخصص، يمكن أن تستمر أعراض الاكتئاب لسنوات وتصبح أكثر خطورة. عادة ما تتم إدارة علامات الاكتئاب، خاصة إذا استمرت لأكثر من أسبوعين، من خلال الاستشارة الطبية، والعلاج المنتظم بمضادات الاكتئاب؛ لتوفير ما يلي: تقليل الأعراض، والتحكم بها. تحديد الأسباب المحتملة للحالة. الحصول على بعض التوجيه والدعم، بشأن كيفية إدارة المشاعر السلبية، وتقليل تكرارها في المستقبل. للمزيد: نصائح للتخلص من الاكتئاب من دون أدوية تأثير ممارسة الهوايات على الصحة النفسية تأثير مواقع التواصل الاجتماعي على الصحة النفسية	['A', 'B']	['1', '2', '3']
ماهو المرض النفسي الذي يصبح فيه المريض كثير الكلام ولا ينام، يستحم كثيراً، يصرف مالاً كثيرا، يلوم والديه على ما هو عليه، حركته كثيرة بالمنزل، وهذه النوبات متكررة.	الاعراض الموصوفة تشير الى ان هناك زيادة في النشاط وكثرة الصرف ويكون معها شعور بالفرح الزائد عن الحد او الغضب والشعور بالعظمة ولكن ليس بالضرورة كثرة الاستحمام وهذه الاعراض ممكن ان تشير الى وجود اضطراب وجداني ثنائي القطب في حالة هوس ولكن ينصح بمراجهة الطبيب النفسي لاعطاء التشخيص الدقيق وصرف العلاج النفسي اللازم	['A']	['1', '2']
اكتئاب اوحدي ف لاوصه لازم تكون ضلمه مبكلش خالث او اكل كتير نوم كتيؤ اوي يااامنمش خالص صداع علطول ودوخه وقولون تعبني اوي بخاف من الناس اوي علطول بعيط ومليش حد	حاول تفكر بطريقة ايجابية مافيش حد هيساعدك الا نفسك لازم تثق بربنا وبنفسك حب نفسك علشان تلاقي اللي يحبك شجع نفسك انسى اللي فات وابدأ من جديد اعتبر نفسك لسة مولود جديد خطط لحياتك بالشيء اللي تحبه ابدأ	['A']	['2', '3']
عندي تاتاه في بدايه الكلام وعدم تنسيق الكلام وترتيبه	يجب الفحص بالعيادة لمعرفة الاسباب	['D']	['2']
عندي رهاب اجتماعي احس بديق النفس استعمل medizapin 2.5 كل ليلة و s-citap 20 كل صباح لمدة 4 اشهر دهبة الافكار السلبية لكن النهجة والكسل لازالو AVLOCARDYL 40 اخرجه لي هل عندي مرض	مرحبا بك, من الواضح انك ملتزم بالعلاج وهذا أمر مفيد جدا. أنصحك بمراجعة طبيبك المختص ونقاش الأعراض المتبقية. ممكن طبيبك أن يعدل لك نسبة جرعة الدواء. لاتغير جرعة الدواء من تلقاء نفسك...ضرورة المراجعة مع طبيبك مع النصح بإضافة جلسات مع أخصائي نفسي للتدرب علي مهارات مختلفة. كل التوفيق.	['A', 'B']	['1', '2']
عندي فوبيا من بلع الحبوب ألا يوجد حل لهذه المشكلة؟	افضل علاج التعرّض المفاجيء وتصحيح الفكرة بالتدريج.	['B']	['1']
السلام عليكم سبق وأن أستفسرت وأفادني أحد الأطباء أن حقن ‏ أريبيبرازول Aripiprazole خيار ممتاز لمنع الانتكاسه وضبط المزاج وانها ليست علاج للأكتئاب الا أن يكون معها علاج أخر وسبق أن صرف لي الدكتور esciatalopram 20mgللأكتىاب الحاد مع السركويل عند النوم هل هي علاج مناسب جميع ماذكرت	العلاج مناسب ولا داعي للقلق ويمنع الانتكاسات	['B']	['1']
هل العادة السرية تسبب القلق و التوتر الزائد؟ و القلق النفسي لانني امارسها كل يوم مرة و ايام مرتين و ايام لا..	نعم من الممكن ان تسبب ذلك بالإضافة الى العزلة وعدم الثقة بالنفس	['D']	['1']
كيفه علاج نوبات الهلع وماهي اعراضه	اضطراب الهلع هو احد اضطرابات القلق و النوبة تكون عادة عبارة عن خوف شديد و احساس بفقدان السيطرة و اعراض جسدية مثل خفقان القلب و صعوبة التنفس و الخوف من الموت .. تستمر النوبة دقائق معدودة .. تكرار النوبات قد يحدث خوفا مرضيا من الاماكن العامة المفتوحة التي قد يتجنبها المريض ليجنب نفسه الاحراج الذي قد يحدث ان اصيب بنوبة الهلع في الخارج... العلاج الدوائي و العلاج النفسي المعرفي السلوكي يعطيان نتائج جيدة في التخلص من النوبات	['A', 'B']	['1']
اشعر وكأني كالقنبلة الموقوته حين الغضب ولهذا احاول ان افرغ غضبي في اشياء عاديه لا تؤذي من حولي فاذهب واجري واصرخ او اطعن الطاولات بالسكين او ارمي الملاعق في المنزل بقوه بسببه	مساء الخير ماذا لو فكرتي في زوجك بطريقة مختلفه يعني وانت بتتعاملي معاه استدعي المواقف الجميله معاه او حدثي نفسك هو انا ليه عصبيه	['A', 'D']	['2', '3']
السلام عليكم اعتقد اني مريضة لدي اعراض شك وسواس كيف اعرف اني صحيح مريضة اريد مساعدة في اقرب وقت حالتي لسيت بخير افيدني خوف شديد احساس غريب ينتابني من وقت الاخر لست بخير	مساء الخير ضروري عرض حالتك على معالج نفسي للتشخيص والى ان يتم ده فكري في نفسك بطريقه ايجابيه وتصالحي مع نفسك وحبيها	['A']	['2', '3']
صداع توتر قلق الم بل المعده تفكير 24ساعه صعوبه النوم قلقه الاكل مزاج سئ سريعه الغصب كلة الكلام تجنب السفر	اهلا عزيزي  اقترح عليك ان تذهب الى طبيب نفسي ليصرف لك العلاج المناسب  لا تقلق مشكلتك وارده لكل شخص فقط التزم بالعلاج المصرف من قبل الطبيب وستكون بخير باذن الله  انتظر منك ان تطمئني بعدها على صحتك	['A', 'B', 'D']	['2', '3']
طفله في11 من عمرها تعاني من وسوسه في الصلاه والوضوا والكثير الأشياء وحزن وحاله من الخوف البكاء والاكتئاب ماالطريقه لمساعدتها	الطفله دى تعانى من اكتئاب ولازم تعرضيها على طبيب نفسى وان شاء الله حالتها تتحسن	['A', 'B']	['1', '2']
كيف ذلك ؟ كيف يمرض ووتكون لديه اعراض مثل خفقان القلب وبروده الاطراف وضيق في النفس مع العلم ان القلب سليم بفضل الله وتبين من فحص الايكو و الهولتر انه تمام !	نعم ممكن العامل النفسي يودي الى اعراض جسمانية من خلال تاثير هرموني ونواقل عصبية	['A', 'D']	['1']
بكاء مفاجى ،حزن ، فقدان الوزن بدون سبب، الاكتئاب، عدم الثقة بالنفس، القلق ، التوتر ، الانطوائية،	العلاج المعرفي السلوكي بجانب العلاج بمضادات الاكتئاب ويتم العلاج عن طريق عدة جلسات مع الطبيب النفسي وان شاء الله تتحسن حالتك خلال اسبوعين	['A', 'B', 'D']	['1', '3']
هل الحالة النفسية السيئة تؤثر ع الهرمونات تاثير سلبى وتعمل لخبطة	هذا السؤال عام جدا، واجابته بدون شكوى واضحة أمر في منتهى الصعوبة. عموما الحالة النفسية والهرمونات تأثيرهم متبادل، بمعنى ان كل منهما يؤثر على الآخر، لذلك أنصحك بزيارة طبيب نفسي كي يضع يده على المشكلة الحقيقية، فقد يكون التغير الهرموني هو المشكلة الأساسية التي أدت الى تدهور الحالة النفسية، وطبعا وارد ان تكون الحالة النفسية هي المشكلة الأساسية. زيارة الطبيب النفسي أمر ضروري في حالتك.	['D']	['1', '2']
